Unnamed: 0,file,is_background,date_time,location,speed_kmh,sample_pos,daytime,weather,vehicle,source_direction,microphone,channel,decibel,Dezibel_ber
2692,2019-11-12-09-00_Schleusinger-Allee_70Kmh_1909688_M_W_TL_SE_CH34,False,2019-11-12-09-00,Schleusinger-Allee,70,1909688,M,W,T,L,SE,CH34,19.81244661271212,55.58000946044922
2693,2019-11-12-09-00_Schleusinger-Allee_70Kmh_1911608_M_W_CL_ME_CH12,False,2019-11-12-09-00,Schleusinger-Allee,70,1911608,M,W,C,L,ME,CH12,12.33391486249209,40.03781127929688
2694,2019-11-12-09-00_Schleusinger-Allee_70Kmh_1911608_M_W_CL_SE_CH34,False,2019-11-12-09-00,Schleusinger-Allee,70,1911608,M,W,C,L,SE,CH34,18.35617667497525,53.2585563659668
2695,2019-11-12-09-00_Schleusinger-Allee_70Kmh_19141119_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,19141119,,,,,ME,CH12,0.0002871551240440357,14.95571613311768
2696,2019-11-12-09-00_Schleusinger-Allee_70Kmh_19141119_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,19141119,,,,,SE,CH34,0.001060658100428947,25.54216957092285
2697,2019-11-12-09-00_Schleusinger-Allee_70Kmh_1921280_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,1921280,,,,,ME,CH12,0.0009003792963370959,25.81488990783691
2698,2019-11-12-09-00_Schleusinger-Allee_70Kmh_1921280_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,1921280,,,,,SE,CH34,0.005142740369634084,40.86000442504883
2699,2019-11-12-09-00_Schleusinger-Allee_70Kmh_19237119_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,19237119,,,,,ME,CH12,0.0002882366487769236,15.21633434295654
2700,2019-11-12-09-00_Schleusinger-Allee_70Kmh_19237119_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,19237119,,,,,SE,CH34,0.0007197339218415973,22.83288192749023
2701,2019-11-12-09-00_Schleusinger-Allee_70Kmh_19333119_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,19333119,,,,,ME,CH12,0.0002122479889369227,12.64562511444092
2702,2019-11-12-09-00_Schleusinger-Allee_70Kmh_19333119_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,19333119,,,,,SE,CH34,0.0006079237351929085,21.58666610717773
2703,2019-11-12-09-00_Schleusinger-Allee_70Kmh_1941848_M_W_CR_ME_CH12,False,2019-11-12-09-00,Schleusinger-Allee,70,1941848,M,W,C,R,ME,CH12,12.71229216187101,40.4508171081543
2704,2019-11-12-09-00_Schleusinger-Allee_70Kmh_1941848_M_W_CR_SE_CH34,False,2019-11-12-09-00,Schleusinger-Allee,70,1941848,M,W,C,R,SE,CH34,18.43989473024259,53.87073516845703
2705,2019-11-12-09-00_Schleusinger-Allee_70Kmh_19429119_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,19429119,,,,,ME,CH12,0.0002261145702591919,12.51585960388184
2706,2019-11-12-09-00_Schleusinger-Allee_70Kmh_19429119_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,19429119,,,,,SE,CH34,0.0006111223040843495,21.53680801391602
2707,2019-11-12-09-00_Schleusinger-Allee_70Kmh_1950968_M_W_TR_ME_CH12,False,2019-11-12-09-00,Schleusinger-Allee,70,1950968,M,W,T,R,ME,CH12,22.70963537598007,50.76479721069336
2708,2019-11-12-09-00_Schleusinger-Allee_70Kmh_1950968_M_W_TR_SE_CH34,False,2019-11-12-09-00,Schleusinger-Allee,70,1950968,M,W,T,R,SE,CH34,28.2755643415332,63.75173568725586
2709,2019-11-12-09-00_Schleusinger-Allee_70Kmh_19525119_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,19525119,,,,,ME,CH12,0.0002243207165984617,13.09754848480225
2710,2019-11-12-09-00_Schleusinger-Allee_70Kmh_19525119_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,19525119,,,,,SE,CH34,0.0006288197932540768,22.03069496154785
2711,2019-11-12-09-00_Schleusinger-Allee_70Kmh_19621119_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,19621119,,,,,ME,CH12,0.0003309685396900532,15.63157844543457
2712,2019-11-12-09-00_Schleusinger-Allee_70Kmh_19621119_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,19621119,,,,,SE,CH34,0.000880741272435434,24.48143196105957
2713,2019-11-12-09-00_Schleusinger-Allee_70Kmh_19717119_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,19717119,,,,,ME,CH12,0.0003839559115958965,16.94069862365723
2714,2019-11-12-09-00_Schleusinger-Allee_70Kmh_19717119_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,19717119,,,,,SE,CH34,0.001121359149695704,26.48028182983398
2715,2019-11-12-09-00_Schleusinger-Allee_70Kmh_1975736_M_W_CL_ME_CH12,False,2019-11-12-09-00,Schleusinger-Allee,70,1975736,M,W,C,L,ME,CH12,9.842079589415642,37.34678649902344
2716,2019-11-12-09-00_Schleusinger-Allee_70Kmh_1975736_M_W_CL_SE_CH34,False,2019-11-12-09-00,Schleusinger-Allee,70,1975736,M,W,C,L,SE,CH34,16.12788949645222,50.90510940551758
2717,2019-11-12-09-00_Schleusinger-Allee_70Kmh_19813119_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,19813119,,,,,ME,CH12,0.0004961801390422752,19.36884880065918
2718,2019-11-12-09-00_Schleusinger-Allee_70Kmh_19813119_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,19813119,,,,,SE,CH34,0.001563038747079115,29.01367378234863
2719,2019-11-12-09-00_Schleusinger-Allee_70Kmh_19909119_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,19909119,,,,,ME,CH12,0.0004512837350035727,18.94194984436035
2720,2019-11-12-09-00_Schleusinger-Allee_70Kmh_19909119_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,19909119,,,,,SE,CH34,0.00295612257082856,29.664306640625
2721,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2009048_M_W_TR_ME_CH12,False,2019-11-12-09-00,Schleusinger-Allee,70,2009048,M,W,T,R,ME,CH12,12.15632798910376,40.17178344726562
2722,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2009048_M_W_TR_SE_CH34,False,2019-11-12-09-00,Schleusinger-Allee,70,2009048,M,W,T,R,SE,CH34,17.38017725565818,53.16273880004883
2723,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2017280_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,2017280,,,,,ME,CH12,0.001129854552976617,28.05790138244629
2724,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2017280_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,2017280,,,,,SE,CH34,0.005301677698629997,41.245849609375
2725,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2035640_M_W_CL_ME_CH12,False,2019-11-12-09-00,Schleusinger-Allee,70,2035640,M,W,C,L,ME,CH12,13.16546862415422,40.74245834350586
2726,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2035640_M_W_CL_SE_CH34,False,2019-11-12-09-00,Schleusinger-Allee,70,2035640,M,W,C,L,SE,CH34,19.19152551805499,54.44232940673828
2727,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2037272_M_W_CL_ME_CH12,False,2019-11-12-09-00,Schleusinger-Allee,70,2037272,M,W,C,L,ME,CH12,12.85941810643235,39.66184234619141
2728,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2037272_M_W_CL_SE_CH34,False,2019-11-12-09-00,Schleusinger-Allee,70,2037272,M,W,C,L,SE,CH34,18.40464837960792,52.45705032348633
2729,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2040248_M_W_TR_ME_CH12,False,2019-11-12-09-00,Schleusinger-Allee,70,2040248,M,W,T,R,ME,CH12,12.61228922436546,40.74321746826172
2730,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2040248_M_W_TR_SE_CH34,False,2019-11-12-09-00,Schleusinger-Allee,70,2040248,M,W,T,R,SE,CH34,18.6521704714472,54.23175430297852
2731,2019-11-12-09-00_Schleusinger-Allee_70Kmh_20415999_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,20415999,,,,,ME,CH12,0.0004221787522364742,19.13678932189941
2732,2019-11-12-09-00_Schleusinger-Allee_70Kmh_20415999_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,20415999,,,,,SE,CH34,0.001445348330178262,28.47959899902344
2733,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2049176_M_W_CR_ME_CH12,False,2019-11-12-09-00,Schleusinger-Allee,70,2049176,M,W,C,R,ME,CH12,10.14717279486922,38.4726676940918
2734,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2049176_M_W_CR_SE_CH34,False,2019-11-12-09-00,Schleusinger-Allee,70,2049176,M,W,C,R,SE,CH34,16.24360479152665,52.10517883300781
2735,2019-11-12-09-00_Schleusinger-Allee_70Kmh_20511999_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,20511999,,,,,ME,CH12,0.0004312117377453365,20.6268196105957
2736,2019-11-12-09-00_Schleusinger-Allee_70Kmh_20511999_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,20511999,,,,,SE,CH34,0.001210959859947298,27.24406242370605
2737,2019-11-12-09-00_Schleusinger-Allee_70Kmh_20607999_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,20607999,,,,,ME,CH12,0.00049433589981893,21.46288108825684
2738,2019-11-12-09-00_Schleusinger-Allee_70Kmh_20607999_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,20607999,,,,,SE,CH34,0.001234272789416902,26.69583511352539
2739,2019-11-12-09-00_Schleusinger-Allee_70Kmh_20703999_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,20703999,,,,,ME,CH12,0.0005996544594454224,23.7165699005127
2740,2019-11-12-09-00_Schleusinger-Allee_70Kmh_20703999_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,20703999,,,,,SE,CH34,0.001309273885070884,27.45720863342285
2741,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2072696_M_W_CL_ME_CH12,False,2019-11-12-09-00,Schleusinger-Allee,70,2072696,M,W,C,L,ME,CH12,10.98143012834361,37.7712287902832
2742,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2072696_M_W_CL_SE_CH34,False,2019-11-12-09-00,Schleusinger-Allee,70,2072696,M,W,C,L,SE,CH34,17.40297881577675,51.22898864746094
2743,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2076056_M_W_CR_ME_CH12,False,2019-11-12-09-00,Schleusinger-Allee,70,2076056,M,W,C,R,ME,CH12,10.81021085121471,39.87487411499023
2744,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2076056_M_W_CR_SE_CH34,False,2019-11-12-09-00,Schleusinger-Allee,70,2076056,M,W,C,R,SE,CH34,15.64067584237421,51.8448486328125
2745,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2078936_M_W_CR_ME_CH12,False,2019-11-12-09-00,Schleusinger-Allee,70,2078936,M,W,C,R,ME,CH12,12.35524933706535,41.1017951965332
2746,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2078936_M_W_CR_SE_CH34,False,2019-11-12-09-00,Schleusinger-Allee,70,2078936,M,W,C,R,SE,CH34,17.9665716093387,53.89715576171875
2747,2019-11-12-09-00_Schleusinger-Allee_70Kmh_20799999_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,20799999,,,,,ME,CH12,0.0006757176239022404,24.86089134216309
2748,2019-11-12-09-00_Schleusinger-Allee_70Kmh_20799999_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,20799999,,,,,SE,CH34,0.001790009855400466,30.38284683227539
2749,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2080760_M_W_CR_ME_CH12,False,2019-11-12-09-00,Schleusinger-Allee,70,2080760,M,W,C,R,ME,CH12,13.35507201357819,41.21608734130859
2750,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2080760_M_W_CR_SE_CH34,False,2019-11-12-09-00,Schleusinger-Allee,70,2080760,M,W,C,R,SE,CH34,19.28670033412115,54.53965759277344
2751,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2089496_M_W_CL_ME_CH12,False,2019-11-12-09-00,Schleusinger-Allee,70,2089496,M,W,C,L,ME,CH12,14.92982507761888,42.12135696411133
2752,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2089496_M_W_CL_SE_CH34,False,2019-11-12-09-00,Schleusinger-Allee,70,2089496,M,W,C,L,SE,CH34,20.97163459757686,55.83304214477539
2753,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2113280_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,2113280,,,,,ME,CH12,0.002034097335084314,32.95620346069336
2754,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2113280_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,2113280,,,,,SE,CH34,0.007791517063920334,44.32404708862305
2755,2019-11-12-09-00_Schleusinger-Allee_70Kmh_21388800_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,21388800,,,,,ME,CH12,0.000584691829003044,21.3254280090332
2756,2019-11-12-09-00_Schleusinger-Allee_70Kmh_21388800_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,21388800,,,,,SE,CH34,0.002298687380597669,32.53271484375
2757,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2145080_M_W_CR_ME_CH12,False,2019-11-12-09-00,Schleusinger-Allee,70,2145080,M,W,C,R,ME,CH12,11.63145722439197,40.00053787231445
2758,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2145080_M_W_CR_SE_CH34,False,2019-11-12-09-00,Schleusinger-Allee,70,2145080,M,W,C,R,SE,CH34,16.65795226951883,52.82245254516602
2759,2019-11-12-09-00_Schleusinger-Allee_70Kmh_21484800_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,21484800,,,,,ME,CH12,0.0006079339504402749,19.75046539306641
2760,2019-11-12-09-00_Schleusinger-Allee_70Kmh_21484800_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,21484800,,,,,SE,CH34,0.001835204862570582,30.35718727111816
2761,2019-11-12-09-00_Schleusinger-Allee_70Kmh_21580800_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,21580800,,,,,ME,CH12,0.0004139795709276217,17.86338233947754
2762,2019-11-12-09-00_Schleusinger-Allee_70Kmh_21580800_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,21580800,,,,,SE,CH34,0.00158923565592233,29.13602638244629
2763,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2160440_M_W_CR_ME_CH12,False,2019-11-12-09-00,Schleusinger-Allee,70,2160440,M,W,C,R,ME,CH12,13.70525729258751,42.20237731933594
2764,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2160440_M_W_CR_SE_CH34,False,2019-11-12-09-00,Schleusinger-Allee,70,2160440,M,W,C,R,SE,CH34,19.56668567912737,55.41929244995117
2765,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2162168_M_W_CR_ME_CH12,False,2019-11-12-09-00,Schleusinger-Allee,70,2162168,M,W,C,R,ME,CH12,13.71553536113229,41.78190231323242
2766,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2162168_M_W_CR_SE_CH34,False,2019-11-12-09-00,Schleusinger-Allee,70,2162168,M,W,C,R,SE,CH34,18.38697526941239,53.6866569519043
2767,2019-11-12-09-00_Schleusinger-Allee_70Kmh_21676800_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,21676800,,,,,ME,CH12,0.000473967035564096,18.57368278503418
2768,2019-11-12-09-00_Schleusinger-Allee_70Kmh_21676800_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,21676800,,,,,SE,CH34,0.001397556917591914,27.67103576660156
2769,2019-11-12-09-00_Schleusinger-Allee_70Kmh_21772800_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,21772800,,,,,ME,CH12,0.0006383634637565686,18.34078598022461
2770,2019-11-12-09-00_Schleusinger-Allee_70Kmh_21772800_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,21772800,,,,,SE,CH34,0.001344610273257437,27.30821418762207
2771,2019-11-12-09-00_Schleusinger-Allee_70Kmh_21868800_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,21868800,,,,,ME,CH12,0.0003242193762240606,16.11896705627441
2772,2019-11-12-09-00_Schleusinger-Allee_70Kmh_21868800_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,21868800,,,,,SE,CH34,0.00105785783517425,25.8191032409668
2773,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2190391_M_W_CL_ME_CH12,False,2019-11-12-09-00,Schleusinger-Allee,70,2190391,M,W,C,L,ME,CH12,13.44908158599068,41.18840408325195
2774,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2190391_M_W_CL_SE_CH34,False,2019-11-12-09-00,Schleusinger-Allee,70,2190391,M,W,C,L,SE,CH34,19.80226131097319,55.27577209472656
2775,2019-11-12-09-00_Schleusinger-Allee_70Kmh_21964800_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,21964800,,,,,ME,CH12,0.0003248633808396487,15.90735244750977
2776,2019-11-12-09-00_Schleusinger-Allee_70Kmh_21964800_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,21964800,,,,,SE,CH34,0.001221041939698578,26.8757495880127
2777,2019-11-12-09-00_Schleusinger-Allee_70Kmh_22060800_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,22060800,,,,,ME,CH12,0.0003446763911382747,16.41987037658691
2778,2019-11-12-09-00_Schleusinger-Allee_70Kmh_22060800_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,22060800,,,,,SE,CH34,0.001316705667970475,27.21690368652344
2779,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2209280_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,2209280,,,,,ME,CH12,0.002070831806584411,33.0122184753418
2780,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2209280_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,2209280,,,,,SE,CH34,0.00818480079871624,44.07456588745117
2781,2019-11-12-09-00_Schleusinger-Allee_70Kmh_22156800_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,22156800,,,,,ME,CH12,0.0004115165626288873,17.95080184936523
2782,2019-11-12-09-00_Schleusinger-Allee_70Kmh_22156800_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,22156800,,,,,SE,CH34,0.001663594914523457,28.91442108154297
2783,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2218808_M_W_CL_ME_CH12,False,2019-11-12-09-00,Schleusinger-Allee,70,2218808,M,W,C,L,ME,CH12,12.80676548046139,40.40931701660156
2784,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2218808_M_W_CL_SE_CH34,False,2019-11-12-09-00,Schleusinger-Allee,70,2218808,M,W,C,L,SE,CH34,18.60925487251151,53.78467559814453
2785,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2236088_M_W_CL_ME_CH12,False,2019-11-12-09-00,Schleusinger-Allee,70,2236088,M,W,C,L,ME,CH12,12.84181565897177,39.24126434326172
2786,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2236088_M_W_CL_SE_CH34,False,2019-11-12-09-00,Schleusinger-Allee,70,2236088,M,W,C,L,SE,CH34,18.55836295737866,52.3796272277832
2787,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2242904_M_W_CL_ME_CH12,False,2019-11-12-09-00,Schleusinger-Allee,70,2242904,M,W,C,L,ME,CH12,12.05180880016955,38.34296798706055
2788,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2242904_M_W_CL_SE_CH34,False,2019-11-12-09-00,Schleusinger-Allee,70,2242904,M,W,C,L,SE,CH34,18.61325932112266,52.0095329284668
2789,2019-11-12-09-00_Schleusinger-Allee_70Kmh_225453_M_W_CL_ME_CH12,False,2019-11-12-09-00,Schleusinger-Allee,70,225453,M,W,C,L,ME,CH12,13.39274027577215,40.2310676574707
2790,2019-11-12-09-00_Schleusinger-Allee_70Kmh_225453_M_W_CL_SE_CH34,False,2019-11-12-09-00,Schleusinger-Allee,70,225453,M,W,C,L,SE,CH34,19.24887190352874,53.51568222045898
2791,2019-11-12-09-00_Schleusinger-Allee_70Kmh_22638080_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,22638080,,,,,ME,CH12,0.0004068509140218937,18.0368709564209
2792,2019-11-12-09-00_Schleusinger-Allee_70Kmh_22638080_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,22638080,,,,,SE,CH34,0.001582191606307183,29.21452903747559
2793,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2267000_M_W_CL_ME_CH12,False,2019-11-12-09-00,Schleusinger-Allee,70,2267000,M,W,C,L,ME,CH12,12.44305562957371,38.95989990234375
2794,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2267000_M_W_CL_SE_CH34,False,2019-11-12-09-00,Schleusinger-Allee,70,2267000,M,W,C,L,SE,CH34,18.7294183409321,52.03457260131836
2795,2019-11-12-09-00_Schleusinger-Allee_70Kmh_22734080_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,22734080,,,,,ME,CH12,0.0002726935884239936,14.59739303588867
2796,2019-11-12-09-00_Schleusinger-Allee_70Kmh_22734080_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,22734080,,,,,SE,CH34,0.001068990053251336,25.46187019348145
2797,2019-11-12-09-00_Schleusinger-Allee_70Kmh_22830080_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,22830080,,,,,ME,CH12,0.0002940298153811155,14.63615131378174
2798,2019-11-12-09-00_Schleusinger-Allee_70Kmh_22830080_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,22830080,,,,,SE,CH34,0.001125545956882286,25.0937557220459
2799,2019-11-12-09-00_Schleusinger-Allee_70Kmh_22926080_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,22926080,,,,,ME,CH12,0.0002250593170048495,13.39561939239502
2800,2019-11-12-09-00_Schleusinger-Allee_70Kmh_22926080_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,22926080,,,,,SE,CH34,0.0007315280360152575,22.89726829528809
2801,2019-11-12-09-00_Schleusinger-Allee_70Kmh_23022080_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,23022080,,,,,ME,CH12,0.0002324642736890569,13.54024696350098
2802,2019-11-12-09-00_Schleusinger-Allee_70Kmh_23022080_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,23022080,,,,,SE,CH34,0.0007344731508747698,22.92825508117676
2803,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2305280_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,2305280,,,,,ME,CH12,0.003827528592724371,38.38106918334961
2804,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2305280_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,2305280,,,,,SE,CH34,0.01394004691812691,48.78854751586914
2805,2019-11-12-09-00_Schleusinger-Allee_70Kmh_23118080_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,23118080,,,,,ME,CH12,0.000295473685091663,15.38798332214355
2806,2019-11-12-09-00_Schleusinger-Allee_70Kmh_23118080_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,23118080,,,,,SE,CH34,0.001059467354894475,25.78649520874023
2807,2019-11-12-09-00_Schleusinger-Allee_70Kmh_231320_M_W_CL_ME_CH12,False,2019-11-12-09-00,Schleusinger-Allee,70,231320,M,W,C,L,ME,CH12,11.08987004130307,38.3848762512207
2808,2019-11-12-09-00_Schleusinger-Allee_70Kmh_231320_M_W_CL_SE_CH34,False,2019-11-12-09-00,Schleusinger-Allee,70,231320,M,W,C,L,SE,CH34,17.2278165801871,51.90352630615234
2809,2019-11-12-09-00_Schleusinger-Allee_70Kmh_23214080_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,23214080,,,,,ME,CH12,0.0004498812021638655,19.04946708679199
2810,2019-11-12-09-00_Schleusinger-Allee_70Kmh_23214080_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,23214080,,,,,SE,CH34,0.001824741482050589,30.48346138000488
2811,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2360216_M_W_CR_ME_CH12,False,2019-11-12-09-00,Schleusinger-Allee,70,2360216,M,W,C,R,ME,CH12,11.8273426093698,40.09683227539062
2812,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2360216_M_W_CR_SE_CH34,False,2019-11-12-09-00,Schleusinger-Allee,70,2360216,M,W,C,R,SE,CH34,17.91199632676724,53.63074493408203
2813,2019-11-12-09-00_Schleusinger-Allee_70Kmh_236120_M_W_CL_ME_CH12,False,2019-11-12-09-00,Schleusinger-Allee,70,236120,M,W,C,L,ME,CH12,13.61545611118582,40.74911117553711
2814,2019-11-12-09-00_Schleusinger-Allee_70Kmh_236120_M_W_CL_SE_CH34,False,2019-11-12-09-00,Schleusinger-Allee,70,236120,M,W,C,L,SE,CH34,19.3498572674775,53.60189437866211
2815,2019-11-12-09-00_Schleusinger-Allee_70Kmh_23703039_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,23703039,,,,,ME,CH12,0.000731260681805454,22.83566665649414
2816,2019-11-12-09-00_Schleusinger-Allee_70Kmh_23703039_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,23703039,,,,,SE,CH34,0.003108279465616244,35.50333404541016
2817,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2379704_M_W_TL_ME_CH12,False,2019-11-12-09-00,Schleusinger-Allee,70,2379704,M,W,T,L,ME,CH12,23.49542848078723,51.77796936035156
2818,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2379704_M_W_TL_SE_CH34,False,2019-11-12-09-00,Schleusinger-Allee,70,2379704,M,W,T,L,SE,CH34,28.00748777831325,64.0583267211914
2819,2019-11-12-09-00_Schleusinger-Allee_70Kmh_23799039_ME_CH12-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,23799039,,,,,ME,CH12,0.0004586279460023397,19.18293762207031
2820,2019-11-12-09-00_Schleusinger-Allee_70Kmh_23799039_SE_CH34-BG,True,2019-11-12-09-00,Schleusinger-Allee,70,23799039,,,,,SE,CH34,0.001909939377337699,31.45819854736328
2821,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2382199_M_W_CL_ME_CH12,False,2019-11-12-09-00,Schleusinger-Allee,70,2382199,M,W,C,L,ME,CH12,12.27315391507857,40.7059211730957
2822,2019-11-12-09-00_Schleusinger-Allee_70Kmh_2382199_M_W_CL_SE_CH34,False,2019-11-12-09-00,Schleusinger-Allee,70,2382199,M,W,C,L,SE,CH34,18.15693303472166,53.96869659423828
