file,is_background,date_time,location,speed_kmh,sample_pos,daytime,weather,vehicle,source_direction,microphone,channel,decibel
2019-11-13-08-00_Schleusinger-Allee_70Kmh_6391295_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,6391295,,,,,ME,CH12,0.0006519380902085954
2019-11-13-08-00_Schleusinger-Allee_70Kmh_6391295_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,6391295,,,,,SE,CH34,0.002284016937462717
2019-11-13-08-00_Schleusinger-Allee_70Kmh_643976_M_W_TL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,643976,M,W,T,L,ME,CH12,25.61932710901701
2019-11-13-08-00_Schleusinger-Allee_70Kmh_643976_M_W_TL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,643976,M,W,T,L,SE,CH34,33.01377470833831
2019-11-13-08-00_Schleusinger-Allee_70Kmh_6487295_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,6487295,,,,,ME,CH12,0.0006179960189782265
2019-11-13-08-00_Schleusinger-Allee_70Kmh_6487295_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,6487295,,,,,SE,CH34,0.001797569269199184
2019-11-13-08-00_Schleusinger-Allee_70Kmh_6583295_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,6583295,,,,,ME,CH12,0.0005725847411982374
2019-11-13-08-00_Schleusinger-Allee_70Kmh_6583295_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,6583295,,,,,SE,CH34,0.001834347800970137
2019-11-13-08-00_Schleusinger-Allee_70Kmh_667256_M_W_TR_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,667256,M,W,T,R,ME,CH12,22.43895261557022
2019-11-13-08-00_Schleusinger-Allee_70Kmh_667256_M_W_TR_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,667256,M,W,T,R,SE,CH34,28.79468773425323
2019-11-13-08-00_Schleusinger-Allee_70Kmh_6679295_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,6679295,,,,,ME,CH12,0.0005263644839396491
2019-11-13-08-00_Schleusinger-Allee_70Kmh_6679295_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,6679295,,,,,SE,CH34,0.002230180387966793
2019-11-13-08-00_Schleusinger-Allee_70Kmh_669176_M_W_CR_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,669176,M,W,C,R,ME,CH12,16.42092254403251
2019-11-13-08-00_Schleusinger-Allee_70Kmh_669176_M_W_CR_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,669176,M,W,C,R,SE,CH34,22.5392165265939
2019-11-13-08-00_Schleusinger-Allee_70Kmh_67096_M_W_CL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,67096,M,W,C,L,ME,CH12,13.42659387077575
2019-11-13-08-00_Schleusinger-Allee_70Kmh_67096_M_W_CL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,67096,M,W,C,L,SE,CH34,21.26031797774513
2019-11-13-08-00_Schleusinger-Allee_70Kmh_6775295_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,6775295,,,,,ME,CH12,0.005352094694613794
2019-11-13-08-00_Schleusinger-Allee_70Kmh_6775295_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,6775295,,,,,SE,CH34,0.006871212794489544
2019-11-13-08-00_Schleusinger-Allee_70Kmh_682136_M_W_CL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,682136,M,W,C,L,ME,CH12,14.09937228011505
2019-11-13-08-00_Schleusinger-Allee_70Kmh_682136_M_W_CL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,682136,M,W,C,L,SE,CH34,21.68218683058823
2019-11-13-08-00_Schleusinger-Allee_70Kmh_686216_M_W_CL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,686216,M,W,C,L,ME,CH12,13.8693828171637
2019-11-13-08-00_Schleusinger-Allee_70Kmh_686216_M_W_CL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,686216,M,W,C,L,SE,CH34,21.19068966353121
2019-11-13-08-00_Schleusinger-Allee_70Kmh_6871295_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,6871295,,,,,ME,CH12,0.01356484731581351
2019-11-13-08-00_Schleusinger-Allee_70Kmh_6871295_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,6871295,,,,,SE,CH34,0.03523544326027676
2019-11-13-08-00_Schleusinger-Allee_70Kmh_687943_M_W_CL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,687943,M,W,C,L,ME,CH12,14.85834046346252
2019-11-13-08-00_Schleusinger-Allee_70Kmh_687943_M_W_CL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,687943,M,W,C,L,SE,CH34,22.19177347315808
2019-11-13-08-00_Schleusinger-Allee_70Kmh_6967295_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,6967295,,,,,ME,CH12,0.03458163431625568
2019-11-13-08-00_Schleusinger-Allee_70Kmh_6967295_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,6967295,,,,,SE,CH34,0.05770117691482136
2019-11-13-08-00_Schleusinger-Allee_70Kmh_7063295_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,7063295,,,,,ME,CH12,0.0005014101718389544
2019-11-13-08-00_Schleusinger-Allee_70Kmh_7063295_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,7063295,,,,,SE,CH34,0.00286068755409178
2019-11-13-08-00_Schleusinger-Allee_70Kmh_70808_M_W_CL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,70808,M,W,C,L,ME,CH12,13.43282248632511
2019-11-13-08-00_Schleusinger-Allee_70Kmh_70808_M_W_CL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,70808,M,W,C,L,SE,CH34,20.93677031561948
2019-11-13-08-00_Schleusinger-Allee_70Kmh_709640_M_W_CL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,709640,M,W,C,L,ME,CH12,14.35261324176652
2019-11-13-08-00_Schleusinger-Allee_70Kmh_709640_M_W_CL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,709640,M,W,C,L,SE,CH34,22.25799000912376
2019-11-13-08-00_Schleusinger-Allee_70Kmh_7159295_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,7159295,,,,,ME,CH12,0.0004904410416336905
2019-11-13-08-00_Schleusinger-Allee_70Kmh_7159295_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,7159295,,,,,SE,CH34,0.001894071381605462
2019-11-13-08-00_Schleusinger-Allee_70Kmh_720344_M_W_CL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,720344,M,W,C,L,ME,CH12,12.93193738619684
2019-11-13-08-00_Schleusinger-Allee_70Kmh_720344_M_W_CL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,720344,M,W,C,L,SE,CH34,20.13513874159811
2019-11-13-08-00_Schleusinger-Allee_70Kmh_721688_M_W_CL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,721688,M,W,C,L,ME,CH12,15.16098974652682
2019-11-13-08-00_Schleusinger-Allee_70Kmh_721688_M_W_CL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,721688,M,W,C,L,SE,CH34,22.72077791331295
2019-11-13-08-00_Schleusinger-Allee_70Kmh_723032_M_W_BR_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,723032,M,W,B,R,ME,CH12,18.42810149186457
2019-11-13-08-00_Schleusinger-Allee_70Kmh_723032_M_W_BR_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,723032,M,W,B,R,SE,CH34,25.61204104352335
2019-11-13-08-00_Schleusinger-Allee_70Kmh_724472_M_W_CR_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,724472,M,W,C,R,ME,CH12,14.2426931159034
2019-11-13-08-00_Schleusinger-Allee_70Kmh_724472_M_W_CR_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,724472,M,W,C,R,SE,CH34,21.20243043012411
2019-11-13-08-00_Schleusinger-Allee_70Kmh_73111_M_W_CL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,73111,M,W,C,L,ME,CH12,13.38089352371761
2019-11-13-08-00_Schleusinger-Allee_70Kmh_73111_M_W_CL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,73111,M,W,C,L,SE,CH34,19.57147460967628
2019-11-13-08-00_Schleusinger-Allee_70Kmh_746744_M_W_TR_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,746744,M,W,T,R,ME,CH12,21.37995704173903
2019-11-13-08-00_Schleusinger-Allee_70Kmh_746744_M_W_TR_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,746744,M,W,T,R,SE,CH34,26.03050932823066
2019-11-13-08-00_Schleusinger-Allee_70Kmh_749480_M_W_CL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,749480,M,W,C,L,ME,CH12,13.43998976753427
2019-11-13-08-00_Schleusinger-Allee_70Kmh_749480_M_W_CL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,749480,M,W,C,L,SE,CH34,20.87393512977396
2019-11-13-08-00_Schleusinger-Allee_70Kmh_7675392_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,7675392,,,,,ME,CH12,0.0007600886010383329
2019-11-13-08-00_Schleusinger-Allee_70Kmh_7675392_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,7675392,,,,,SE,CH34,0.003017640437733516
2019-11-13-08-00_Schleusinger-Allee_70Kmh_7771392_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,7771392,,,,,ME,CH12,0.0006387828862899497
2019-11-13-08-00_Schleusinger-Allee_70Kmh_7771392_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,7771392,,,,,SE,CH34,0.002483815143384503
2019-11-13-08-00_Schleusinger-Allee_70Kmh_7867392_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,7867392,,,,,ME,CH12,0.0006232861323646049
2019-11-13-08-00_Schleusinger-Allee_70Kmh_7867392_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,7867392,,,,,SE,CH34,0.001982908158796221
2019-11-13-08-00_Schleusinger-Allee_70Kmh_79384_M_W_CL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,79384,M,W,C,L,ME,CH12,11.87413330944205
2019-11-13-08-00_Schleusinger-Allee_70Kmh_79384_M_W_CL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,79384,M,W,C,L,SE,CH34,19.41159027224416
2019-11-13-08-00_Schleusinger-Allee_70Kmh_7963392_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,7963392,,,,,ME,CH12,0.0006410487720097677
2019-11-13-08-00_Schleusinger-Allee_70Kmh_7963392_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,7963392,,,,,SE,CH34,0.001890407487756878
2019-11-13-08-00_Schleusinger-Allee_70Kmh_8059392_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,8059392,,,,,ME,CH12,0.0006235476150438745
2019-11-13-08-00_Schleusinger-Allee_70Kmh_8059392_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,8059392,,,,,SE,CH34,0.001895084290014116
2019-11-13-08-00_Schleusinger-Allee_70Kmh_810680_M_W_CL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,810680,M,W,C,L,ME,CH12,13.09558492328458
2019-11-13-08-00_Schleusinger-Allee_70Kmh_810680_M_W_CL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,810680,M,W,C,L,SE,CH34,20.64792942940522
2019-11-13-08-00_Schleusinger-Allee_70Kmh_8155392_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,8155392,,,,,ME,CH12,0.0006497821393440607
2019-11-13-08-00_Schleusinger-Allee_70Kmh_8155392_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,8155392,,,,,SE,CH34,0.002087642526193452
2019-11-13-08-00_Schleusinger-Allee_70Kmh_8251392_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,8251392,,,,,ME,CH12,0.0007426835942742067
2019-11-13-08-00_Schleusinger-Allee_70Kmh_8251392_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,8251392,,,,,SE,CH34,0.002581112798375089
2019-11-13-08-00_Schleusinger-Allee_70Kmh_864008_M_W_CL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,864008,M,W,C,L,ME,CH12,14.15878562035778
2019-11-13-08-00_Schleusinger-Allee_70Kmh_864008_M_W_CL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,864008,M,W,C,L,SE,CH34,21.84242769751398
2019-11-13-08-00_Schleusinger-Allee_70Kmh_870584_M_W_CL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,870584,M,W,C,L,ME,CH12,14.48921234955364
2019-11-13-08-00_Schleusinger-Allee_70Kmh_870584_M_W_CL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,870584,M,W,C,L,SE,CH34,22.55406524145012
2019-11-13-08-00_Schleusinger-Allee_70Kmh_89880_M_W_CR_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,89880,M,W,C,R,ME,CH12,15.20704710403778
2019-11-13-08-00_Schleusinger-Allee_70Kmh_89880_M_W_CR_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,89880,M,W,C,R,SE,CH34,21.61399131733046
2019-11-13-08-00_Schleusinger-Allee_70Kmh_900728_M_W_CR_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,900728,M,W,C,R,ME,CH12,11.69012458428012
2019-11-13-08-00_Schleusinger-Allee_70Kmh_900728_M_W_CR_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,900728,M,W,C,R,SE,CH34,16.48909367378166
2019-11-13-08-00_Schleusinger-Allee_70Kmh_9070080_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,9070080,,,,,ME,CH12,0.0007622095431177072
2019-11-13-08-00_Schleusinger-Allee_70Kmh_9070080_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,9070080,,,,,SE,CH34,0.002840407004142773
2019-11-13-08-00_Schleusinger-Allee_70Kmh_9166080_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,9166080,,,,,ME,CH12,0.0006947682256974556
2019-11-13-08-00_Schleusinger-Allee_70Kmh_9166080_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,9166080,,,,,SE,CH34,0.002329633113734182
2019-11-13-08-00_Schleusinger-Allee_70Kmh_9262080_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,9262080,,,,,ME,CH12,0.0005619024924846617
2019-11-13-08-00_Schleusinger-Allee_70Kmh_9262080_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,9262080,,,,,SE,CH34,0.001592920115269158
2019-11-13-08-00_Schleusinger-Allee_70Kmh_927800_M_W_CR_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,927800,M,W,C,R,ME,CH12,13.57472636356585
2019-11-13-08-00_Schleusinger-Allee_70Kmh_927800_M_W_CR_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,927800,M,W,C,R,SE,CH34,21.25989641812905
2019-11-13-08-00_Schleusinger-Allee_70Kmh_9358080_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,9358080,,,,,ME,CH12,0.0004839867059726818
2019-11-13-08-00_Schleusinger-Allee_70Kmh_9358080_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,9358080,,,,,SE,CH34,0.001469611115922528
2019-11-13-08-00_Schleusinger-Allee_70Kmh_9454080_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,9454080,,,,,ME,CH12,0.0004721263858787251
2019-11-13-08-00_Schleusinger-Allee_70Kmh_9454080_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,9454080,,,,,SE,CH34,0.001501301176466655
2019-11-13-08-00_Schleusinger-Allee_70Kmh_9550080_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,9550080,,,,,ME,CH12,0.0009964226395675346
2019-11-13-08-00_Schleusinger-Allee_70Kmh_9550080_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,9550080,,,,,SE,CH34,0.003974139271579859
2019-11-13-08-00_Schleusinger-Allee_70Kmh_960968_M_W_TL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,960968,M,W,T,L,ME,CH12,8.895472471863442
2019-11-13-08-00_Schleusinger-Allee_70Kmh_960968_M_W_TL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,960968,M,W,T,L,SE,CH34,13.75884376635433
2019-11-13-08-00_Schleusinger-Allee_70Kmh_9646080_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,9646080,,,,,ME,CH12,0.0005421784484108755
2019-11-13-08-00_Schleusinger-Allee_70Kmh_9646080_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,9646080,,,,,SE,CH34,0.001753581599376377
2019-11-13-08-00_Schleusinger-Allee_70Kmh_97304_M_W_CL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,97304,M,W,C,L,ME,CH12,12.7179738829858
2019-11-13-08-00_Schleusinger-Allee_70Kmh_97304_M_W_CL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,97304,M,W,C,L,SE,CH34,20.5365225909021
2019-11-13-08-00_Schleusinger-Allee_70Kmh_985592_M_W_CR_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,985592,M,W,C,R,ME,CH12,10.32448676875596
2019-11-13-08-00_Schleusinger-Allee_70Kmh_985592_M_W_CR_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,985592,M,W,C,R,SE,CH34,16.35176171385741
2019-11-13-15-30_Schleusinger-Allee_70Kmh_1003288_A_D_CR_ME_CH12,False,2019-11-13-15-30,Schleusinger-Allee,70,1003288,A,D,C,R,ME,CH12,15.19287233905737
2019-11-13-15-30_Schleusinger-Allee_70Kmh_1003288_A_D_CR_SE_CH34,False,2019-11-13-15-30,Schleusinger-Allee,70,1003288,A,D,C,R,SE,CH34,22.80920422633407
2019-11-13-15-30_Schleusinger-Allee_70Kmh_1004909_A_D_CR_ME_CH12,False,2019-11-13-15-30,Schleusinger-Allee,70,1004909,A,D,C,R,ME,CH12,15.31141769011984
2019-11-13-15-30_Schleusinger-Allee_70Kmh_1004909_A_D_CR_SE_CH34,False,2019-11-13-15-30,Schleusinger-Allee,70,1004909,A,D,C,R,SE,CH34,22.65552668600124
2019-11-13-15-30_Schleusinger-Allee_70Kmh_10053120_ME_CH12-BG,True,2019-11-13-15-30,Schleusinger-Allee,70,10053120,,,,,ME,CH12,0.000572289594654345
2019-11-13-15-30_Schleusinger-Allee_70Kmh_10053120_SE_CH34-BG,True,2019-11-13-15-30,Schleusinger-Allee,70,10053120,,,,,SE,CH34,0.002356303735686233
2019-11-13-15-30_Schleusinger-Allee_70Kmh_10149120_ME_CH12-BG,True,2019-11-13-15-30,Schleusinger-Allee,70,10149120,,,,,ME,CH12,0.0003957644103583002
2019-11-13-15-30_Schleusinger-Allee_70Kmh_10149120_SE_CH34-BG,True,2019-11-13-15-30,Schleusinger-Allee,70,10149120,,,,,SE,CH34,0.001508543515025306
2019-11-13-15-30_Schleusinger-Allee_70Kmh_1019757_A_D_CR_ME_CH12,False,2019-11-13-15-30,Schleusinger-Allee,70,1019757,A,D,C,R,ME,CH12,12.07553978006605
2019-11-13-15-30_Schleusinger-Allee_70Kmh_1019757_A_D_CR_SE_CH34,False,2019-11-13-15-30,Schleusinger-Allee,70,1019757,A,D,C,R,SE,CH34,19.30323957409364
2019-11-13-15-30_Schleusinger-Allee_70Kmh_10245120_ME_CH12-BG,True,2019-11-13-15-30,Schleusinger-Allee,70,10245120,,,,,ME,CH12,0.0003675721356130543
2019-11-13-15-30_Schleusinger-Allee_70Kmh_10245120_SE_CH34-BG,True,2019-11-13-15-30,Schleusinger-Allee,70,10245120,,,,,SE,CH34,0.001196196550081342
2019-11-13-15-30_Schleusinger-Allee_70Kmh_1032557_A_D_CR_ME_CH12,False,2019-11-13-15-30,Schleusinger-Allee,70,1032557,A,D,C,R,ME,CH12,19.98460121053507
2019-11-13-15-30_Schleusinger-Allee_70Kmh_1032557_A_D_CR_SE_CH34,False,2019-11-13-15-30,Schleusinger-Allee,70,1032557,A,D,C,R,SE,CH34,27.34647691923075
2019-11-13-15-30_Schleusinger-Allee_70Kmh_10341120_ME_CH12-BG,True,2019-11-13-15-30,Schleusinger-Allee,70,10341120,,,,,ME,CH12,0.0003626084412271143
2019-11-13-15-30_Schleusinger-Allee_70Kmh_10341120_SE_CH34-BG,True,2019-11-13-15-30,Schleusinger-Allee,70,10341120,,,,,SE,CH34,0.000874646120700316
2019-11-13-15-30_Schleusinger-Allee_70Kmh_1036909_A_D_CL_ME_CH12,False,2019-11-13-15-30,Schleusinger-Allee,70,1036909,A,D,C,L,ME,CH12,14.92205111045451
2019-11-13-15-30_Schleusinger-Allee_70Kmh_1036909_A_D_CL_SE_CH34,False,2019-11-13-15-30,Schleusinger-Allee,70,1036909,A,D,C,L,SE,CH34,22.4966450928227
2019-11-13-15-30_Schleusinger-Allee_70Kmh_1039298_A_D_CL_ME_CH12,False,2019-11-13-15-30,Schleusinger-Allee,70,1039298,A,D,C,L,ME,CH12,12.14329539499776
2019-11-13-15-30_Schleusinger-Allee_70Kmh_1039298_A_D_CL_SE_CH34,False,2019-11-13-15-30,Schleusinger-Allee,70,1039298,A,D,C,L,SE,CH34,19.27259465311267
2019-11-13-15-30_Schleusinger-Allee_70Kmh_10437120_ME_CH12-BG,True,2019-11-13-15-30,Schleusinger-Allee,70,10437120,,,,,ME,CH12,0.0007115573634553897
2019-11-13-15-30_Schleusinger-Allee_70Kmh_10437120_SE_CH34-BG,True,2019-11-13-15-30,Schleusinger-Allee,70,10437120,,,,,SE,CH34,0.001122747643709193
2019-11-13-15-30_Schleusinger-Allee_70Kmh_1045357_A_D_CL_ME_CH12,False,2019-11-13-15-30,Schleusinger-Allee,70,1045357,A,D,C,L,ME,CH12,15.58364920869586
2019-11-13-15-30_Schleusinger-Allee_70Kmh_1045357_A_D_CL_SE_CH34,False,2019-11-13-15-30,Schleusinger-Allee,70,1045357,A,D,C,L,SE,CH34,23.30365161267911
2019-11-13-15-30_Schleusinger-Allee_70Kmh_10533120_ME_CH12-BG,True,2019-11-13-15-30,Schleusinger-Allee,70,10533120,,,,,ME,CH12,0.0007491991166302249
2019-11-13-15-30_Schleusinger-Allee_70Kmh_10533120_SE_CH34-BG,True,2019-11-13-15-30,Schleusinger-Allee,70,10533120,,,,,SE,CH34,0.001218438702499119
2019-11-13-15-30_Schleusinger-Allee_70Kmh_106200_A_D_CR_ME_CH12,False,2019-11-13-15-30,Schleusinger-Allee,70,106200,A,D,C,R,ME,CH12,16.72562396087626
2019-11-13-15-30_Schleusinger-Allee_70Kmh_106200_A_D_CR_SE_CH34,False,2019-11-13-15-30,Schleusinger-Allee,70,106200,A,D,C,R,SE,CH34,23.09052129664664
2019-11-13-15-30_Schleusinger-Allee_70Kmh_10629120_ME_CH12-BG,True,2019-11-13-15-30,Schleusinger-Allee,70,10629120,,,,,ME,CH12,0.0003866636689702598
2019-11-13-15-30_Schleusinger-Allee_70Kmh_10629120_SE_CH34-BG,True,2019-11-13-15-30,Schleusinger-Allee,70,10629120,,,,,SE,CH34,0.001725371129503482
2019-11-13-15-30_Schleusinger-Allee_70Kmh_1063533_A_D_CR_ME_CH12,False,2019-11-13-15-30,Schleusinger-Allee,70,1063533,A,D,C,R,ME,CH12,15.38939545027458
2019-11-13-15-30_Schleusinger-Allee_70Kmh_1063533_A_D_CR_SE_CH34,False,2019-11-13-15-30,Schleusinger-Allee,70,1063533,A,D,C,R,SE,CH34,23.23233424853144
2019-11-13-15-30_Schleusinger-Allee_70Kmh_10725120_ME_CH12-BG,True,2019-11-13-15-30,Schleusinger-Allee,70,10725120,,,,,ME,CH12,0.01977134150977533
2019-11-13-15-30_Schleusinger-Allee_70Kmh_10725120_SE_CH34-BG,True,2019-11-13-15-30,Schleusinger-Allee,70,10725120,,,,,SE,CH34,0.04229977010509527
2019-11-13-15-30_Schleusinger-Allee_70Kmh_1073602_A_D_CL_ME_CH12,False,2019-11-13-15-30,Schleusinger-Allee,70,1073602,A,D,C,L,ME,CH12,16.00419955085173
2019-11-13-15-30_Schleusinger-Allee_70Kmh_1073602_A_D_CL_SE_CH34,False,2019-11-13-15-30,Schleusinger-Allee,70,1073602,A,D,C,L,SE,CH34,24.13254460288908
2019-11-13-15-30_Schleusinger-Allee_70Kmh_1075138_A_D_CL_ME_CH12,False,2019-11-13-15-30,Schleusinger-Allee,70,1075138,A,D,C,L,ME,CH12,16.6489949300036
2019-11-13-15-30_Schleusinger-Allee_70Kmh_1075138_A_D_CL_SE_CH34,False,2019-11-13-15-30,Schleusinger-Allee,70,1075138,A,D,C,L,SE,CH34,23.7384313729229
2019-11-13-15-30_Schleusinger-Allee_70Kmh_1077357_A_D_CL_ME_CH12,False,2019-11-13-15-30,Schleusinger-Allee,70,1077357,A,D,C,L,ME,CH12,16.30912173725251
2019-11-13-15-30_Schleusinger-Allee_70Kmh_1077357_A_D_CL_SE_CH34,False,2019-11-13-15-30,Schleusinger-Allee,70,1077357,A,D,C,L,SE,CH34,23.79184811051668
2019-11-13-15-30_Schleusinger-Allee_70Kmh_1079064_A_D_CR_ME_CH12,False,2019-11-13-15-30,Schleusinger-Allee,70,1079064,A,D,C,R,ME,CH12,13.10940791246932
2019-11-13-15-30_Schleusinger-Allee_70Kmh_1079064_A_D_CR_SE_CH34,False,2019-11-13-15-30,Schleusinger-Allee,70,1079064,A,D,C,R,SE,CH34,20.78273235213015
2019-11-13-15-30_Schleusinger-Allee_70Kmh_10821120_ME_CH12-BG,True,2019-11-13-15-30,Schleusinger-Allee,70,10821120,,,,,ME,CH12,0.0003497137948902659
2019-11-13-15-30_Schleusinger-Allee_70Kmh_10821120_SE_CH34-BG,True,2019-11-13-15-30,Schleusinger-Allee,70,10821120,,,,,SE,CH34,0.001126136434283704
2019-11-13-15-30_Schleusinger-Allee_70Kmh_10917120_ME_CH12-BG,True,2019-11-13-15-30,Schleusinger-Allee,70,10917120,,,,,ME,CH12,0.000318962938783245
2019-11-13-15-30_Schleusinger-Allee_70Kmh_10917120_SE_CH34-BG,True,2019-11-13-15-30,Schleusinger-Allee,70,10917120,,,,,SE,CH34,0.001058209146469361
2019-11-13-15-30_Schleusinger-Allee_70Kmh_1092376_A_D_CR_ME_CH12,False,2019-11-13-15-30,Schleusinger-Allee,70,1092376,A,D,C,R,ME,CH12,13.22040597686123
2019-11-13-15-30_Schleusinger-Allee_70Kmh_1092376_A_D_CR_SE_CH34,False,2019-11-13-15-30,Schleusinger-Allee,70,1092376,A,D,C,R,SE,CH34,21.14274519531406
