,file,is_background,date_time,location,speed_kmh,sample_pos,daytime,weather,vehicle,source_direction,microphone,channel
4879,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1603928_M_W_TL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,1603928,M,W,T,L,ME,CH12
4880,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1603928_M_W_TL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,1603928,M,W,T,L,SE,CH34
4881,2019-11-13-08-00_Schleusinger-Allee_70Kmh_16052736_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,16052736,None,None,None,None,ME,CH12
4882,2019-11-13-08-00_Schleusinger-Allee_70Kmh_16052736_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,16052736,None,None,None,None,SE,CH34
4883,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1606088_M_W_CL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,1606088,M,W,C,L,ME,CH12
4884,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1606088_M_W_CL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,1606088,M,W,C,L,SE,CH34
4885,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1608728_M_W_CL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,1608728,M,W,C,L,ME,CH12
4886,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1608728_M_W_CL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,1608728,M,W,C,L,SE,CH34
4887,2019-11-13-08-00_Schleusinger-Allee_70Kmh_16148736_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,16148736,None,None,None,None,ME,CH12
4888,2019-11-13-08-00_Schleusinger-Allee_70Kmh_16148736_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,16148736,None,None,None,None,SE,CH34
4889,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1617272_M_W_CL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,1617272,M,W,C,L,ME,CH12
4890,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1617272_M_W_CL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,1617272,M,W,C,L,SE,CH34
4891,2019-11-13-08-00_Schleusinger-Allee_70Kmh_16244736_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,16244736,None,None,None,None,ME,CH12
4892,2019-11-13-08-00_Schleusinger-Allee_70Kmh_16244736_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,16244736,None,None,None,None,SE,CH34
4893,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1625384_M_W_CR_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,1625384,M,W,C,R,ME,CH12
4894,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1625384_M_W_CR_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,1625384,M,W,C,R,SE,CH34
4895,2019-11-13-08-00_Schleusinger-Allee_70Kmh_16340736_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,16340736,None,None,None,None,ME,CH12
4896,2019-11-13-08-00_Schleusinger-Allee_70Kmh_16340736_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,16340736,None,None,None,None,SE,CH34
4897,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1640936_M_W_CR_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,1640936,M,W,C,R,ME,CH12
4898,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1640936_M_W_CR_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,1640936,M,W,C,R,SE,CH34
4899,2019-11-13-08-00_Schleusinger-Allee_70Kmh_16436736_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,16436736,None,None,None,None,ME,CH12
4900,2019-11-13-08-00_Schleusinger-Allee_70Kmh_16436736_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,16436736,None,None,None,None,SE,CH34
4901,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1648712_M_W_CR_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,1648712,M,W,C,R,ME,CH12
4902,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1648712_M_W_CR_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,1648712,M,W,C,R,SE,CH34
4903,2019-11-13-08-00_Schleusinger-Allee_70Kmh_16532736_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,16532736,None,None,None,None,ME,CH12
4904,2019-11-13-08-00_Schleusinger-Allee_70Kmh_16532736_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,16532736,None,None,None,None,SE,CH34
4905,2019-11-13-08-00_Schleusinger-Allee_70Kmh_16628736_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,16628736,None,None,None,None,ME,CH12
4906,2019-11-13-08-00_Schleusinger-Allee_70Kmh_16628736_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,16628736,None,None,None,None,SE,CH34
4907,2019-11-13-08-00_Schleusinger-Allee_70Kmh_16724736_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,16724736,None,None,None,None,ME,CH12
4908,2019-11-13-08-00_Schleusinger-Allee_70Kmh_16724736_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,16724736,None,None,None,None,SE,CH34
4909,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1680200_M_W_CL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,1680200,M,W,C,L,ME,CH12
4910,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1680200_M_W_CL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,1680200,M,W,C,L,SE,CH34
4911,2019-11-13-08-00_Schleusinger-Allee_70Kmh_16820736_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,16820736,None,None,None,None,ME,CH12
4912,2019-11-13-08-00_Schleusinger-Allee_70Kmh_16820736_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,16820736,None,None,None,None,SE,CH34
4913,2019-11-13-08-00_Schleusinger-Allee_70Kmh_16916736_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,16916736,None,None,None,None,ME,CH12
4914,2019-11-13-08-00_Schleusinger-Allee_70Kmh_16916736_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,16916736,None,None,None,None,SE,CH34
4915,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1697576_M_W_CR_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,1697576,M,W,C,R,ME,CH12
4916,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1697576_M_W_CR_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,1697576,M,W,C,R,SE,CH34
4917,2019-11-13-08-00_Schleusinger-Allee_70Kmh_17012736_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,17012736,None,None,None,None,ME,CH12
4918,2019-11-13-08-00_Schleusinger-Allee_70Kmh_17012736_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,17012736,None,None,None,None,SE,CH34
4919,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1701800_M_W_TL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,1701800,M,W,T,L,ME,CH12
4920,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1701800_M_W_TL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,1701800,M,W,T,L,SE,CH34
4921,2019-11-13-08-00_Schleusinger-Allee_70Kmh_17108736_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,17108736,None,None,None,None,ME,CH12
4922,2019-11-13-08-00_Schleusinger-Allee_70Kmh_17108736_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,17108736,None,None,None,None,SE,CH34
4923,2019-11-13-08-00_Schleusinger-Allee_70Kmh_17204736_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,17204736,None,None,None,None,ME,CH12
4924,2019-11-13-08-00_Schleusinger-Allee_70Kmh_17204736_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,17204736,None,None,None,None,SE,CH34
4925,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1722104_M_W_CR_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,1722104,M,W,C,R,ME,CH12
4926,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1722104_M_W_CR_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,1722104,M,W,C,R,SE,CH34
4927,2019-11-13-08-00_Schleusinger-Allee_70Kmh_17300736_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,17300736,None,None,None,None,ME,CH12
4928,2019-11-13-08-00_Schleusinger-Allee_70Kmh_17300736_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,17300736,None,None,None,None,SE,CH34
4929,2019-11-13-08-00_Schleusinger-Allee_70Kmh_17396736_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,17396736,None,None,None,None,ME,CH12
4930,2019-11-13-08-00_Schleusinger-Allee_70Kmh_17396736_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,17396736,None,None,None,None,SE,CH34
4931,2019-11-13-08-00_Schleusinger-Allee_70Kmh_17492736_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,17492736,None,None,None,None,ME,CH12
4932,2019-11-13-08-00_Schleusinger-Allee_70Kmh_17492736_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,17492736,None,None,None,None,SE,CH34
4933,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1753928_M_W_CL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,1753928,M,W,C,L,ME,CH12
4934,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1753928_M_W_CL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,1753928,M,W,C,L,SE,CH34
4935,2019-11-13-08-00_Schleusinger-Allee_70Kmh_17588736_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,17588736,None,None,None,None,ME,CH12
4936,2019-11-13-08-00_Schleusinger-Allee_70Kmh_17588736_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,17588736,None,None,None,None,SE,CH34
4937,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1768328_M_W_CR_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,1768328,M,W,C,R,ME,CH12
4938,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1768328_M_W_CR_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,1768328,M,W,C,R,SE,CH34
4939,2019-11-13-08-00_Schleusinger-Allee_70Kmh_17684736_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,17684736,None,None,None,None,ME,CH12
4940,2019-11-13-08-00_Schleusinger-Allee_70Kmh_17684736_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,17684736,None,None,None,None,SE,CH34
4941,2019-11-13-08-00_Schleusinger-Allee_70Kmh_177560_M_W_CL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,177560,M,W,C,L,ME,CH12
4942,2019-11-13-08-00_Schleusinger-Allee_70Kmh_177560_M_W_CL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,177560,M,W,C,L,SE,CH34
4943,2019-11-13-08-00_Schleusinger-Allee_70Kmh_17780736_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,17780736,None,None,None,None,ME,CH12
4944,2019-11-13-08-00_Schleusinger-Allee_70Kmh_17780736_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,17780736,None,None,None,None,SE,CH34
4945,2019-11-13-08-00_Schleusinger-Allee_70Kmh_17876736_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,17876736,None,None,None,None,ME,CH12
4946,2019-11-13-08-00_Schleusinger-Allee_70Kmh_17876736_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,17876736,None,None,None,None,SE,CH34
4947,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1789064_M_W_CL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,1789064,M,W,C,L,ME,CH12
4948,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1789064_M_W_CL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,1789064,M,W,C,L,SE,CH34
4949,2019-11-13-08-00_Schleusinger-Allee_70Kmh_17972736_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,17972736,None,None,None,None,ME,CH12
4950,2019-11-13-08-00_Schleusinger-Allee_70Kmh_17972736_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,17972736,None,None,None,None,SE,CH34
4951,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1798088_M_W_CL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,1798088,M,W,C,L,ME,CH12
4952,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1798088_M_W_CL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,1798088,M,W,C,L,SE,CH34
4953,2019-11-13-08-00_Schleusinger-Allee_70Kmh_18068736_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,18068736,None,None,None,None,ME,CH12
4954,2019-11-13-08-00_Schleusinger-Allee_70Kmh_18068736_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,18068736,None,None,None,None,SE,CH34
4955,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1808216_M_W_CL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,1808216,M,W,C,L,ME,CH12
4956,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1808216_M_W_CL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,1808216,M,W,C,L,SE,CH34
4957,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1815032_M_W_CL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,1815032,M,W,C,L,ME,CH12
4958,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1815032_M_W_CL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,1815032,M,W,C,L,SE,CH34
4959,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1825400_M_W_CR_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,1825400,M,W,C,R,ME,CH12
4960,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1825400_M_W_CR_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,1825400,M,W,C,R,SE,CH34
4961,2019-11-13-08-00_Schleusinger-Allee_70Kmh_183960_M_W_CL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,183960,M,W,C,L,ME,CH12
4962,2019-11-13-08-00_Schleusinger-Allee_70Kmh_183960_M_W_CL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,183960,M,W,C,L,SE,CH34
4963,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1877528_M_W_CR_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,1877528,M,W,C,R,ME,CH12
4964,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1877528_M_W_CR_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,1877528,M,W,C,R,SE,CH34
4965,2019-11-13-08-00_Schleusinger-Allee_70Kmh_18842880_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,18842880,None,None,None,None,ME,CH12
4966,2019-11-13-08-00_Schleusinger-Allee_70Kmh_18842880_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,18842880,None,None,None,None,SE,CH34
4967,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1907576_M_W_CL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,1907576,M,W,C,L,ME,CH12
4968,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1907576_M_W_CL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,1907576,M,W,C,L,SE,CH34
4969,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1909640_M_W_CL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,1909640,M,W,C,L,ME,CH12
4970,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1909640_M_W_CL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,1909640,M,W,C,L,SE,CH34
4971,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1919192_M_W_TR_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,1919192,M,W,T,R,ME,CH12
4972,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1919192_M_W_TR_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,1919192,M,W,T,R,SE,CH34
4973,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1921352_M_W_CR_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,1921352,M,W,C,R,ME,CH12
4974,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1921352_M_W_CR_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,1921352,M,W,C,R,SE,CH34
4975,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1925048_M_W_CR_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,1925048,M,W,C,R,ME,CH12
4976,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1925048_M_W_CR_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,1925048,M,W,C,R,SE,CH34
4977,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1944104_M_W_CR_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,1944104,M,W,C,R,ME,CH12
4978,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1944104_M_W_CR_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,1944104,M,W,C,R,SE,CH34
4979,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1953800_M_W_TL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,1953800,M,W,T,L,ME,CH12
4980,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1953800_M_W_TL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,1953800,M,W,T,L,SE,CH34
4981,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1959128_M_W_CL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,1959128,M,W,C,L,ME,CH12
4982,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1959128_M_W_CL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,1959128,M,W,C,L,SE,CH34
4983,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1975208_M_W_TR_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,1975208,M,W,T,R,ME,CH12
4984,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1975208_M_W_TR_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,1975208,M,W,T,R,SE,CH34
4985,2019-11-13-08-00_Schleusinger-Allee_70Kmh_19755264_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,19755264,None,None,None,None,ME,CH12
4986,2019-11-13-08-00_Schleusinger-Allee_70Kmh_19755264_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,19755264,None,None,None,None,SE,CH34
4987,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1979192_M_W_CR_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,1979192,M,W,C,R,ME,CH12
4988,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1979192_M_W_CR_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,1979192,M,W,C,R,SE,CH34
4989,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1982744_M_W_TL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,1982744,M,W,T,L,ME,CH12
4990,2019-11-13-08-00_Schleusinger-Allee_70Kmh_1982744_M_W_TL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,1982744,M,W,T,L,SE,CH34
4991,2019-11-13-08-00_Schleusinger-Allee_70Kmh_19851264_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,19851264,None,None,None,None,ME,CH12
4992,2019-11-13-08-00_Schleusinger-Allee_70Kmh_19851264_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,19851264,None,None,None,None,SE,CH34
4993,2019-11-13-08-00_Schleusinger-Allee_70Kmh_19947264_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,19947264,None,None,None,None,ME,CH12
4994,2019-11-13-08-00_Schleusinger-Allee_70Kmh_19947264_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,19947264,None,None,None,None,SE,CH34
4995,2019-11-13-08-00_Schleusinger-Allee_70Kmh_20043264_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,20043264,None,None,None,None,ME,CH12
4996,2019-11-13-08-00_Schleusinger-Allee_70Kmh_20043264_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,20043264,None,None,None,None,SE,CH34
4997,2019-11-13-08-00_Schleusinger-Allee_70Kmh_20139264_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,20139264,None,None,None,None,ME,CH12
4998,2019-11-13-08-00_Schleusinger-Allee_70Kmh_20139264_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,20139264,None,None,None,None,SE,CH34
4999,2019-11-13-08-00_Schleusinger-Allee_70Kmh_2019032_M_W_CL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,2019032,M,W,C,L,ME,CH12
5000,2019-11-13-08-00_Schleusinger-Allee_70Kmh_2019032_M_W_CL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,2019032,M,W,C,L,SE,CH34
5001,2019-11-13-08-00_Schleusinger-Allee_70Kmh_2020280_M_W_CL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,2020280,M,W,C,L,ME,CH12
5002,2019-11-13-08-00_Schleusinger-Allee_70Kmh_2020280_M_W_CL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,2020280,M,W,C,L,SE,CH34
5003,2019-11-13-08-00_Schleusinger-Allee_70Kmh_20235264_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,20235264,None,None,None,None,ME,CH12
5004,2019-11-13-08-00_Schleusinger-Allee_70Kmh_20235264_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,20235264,None,None,None,None,SE,CH34
5005,2019-11-13-08-00_Schleusinger-Allee_70Kmh_2024024_M_W_TR_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,2024024,M,W,T,R,ME,CH12
5006,2019-11-13-08-00_Schleusinger-Allee_70Kmh_2024024_M_W_TR_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,2024024,M,W,T,R,SE,CH34
5007,2019-11-13-08-00_Schleusinger-Allee_70Kmh_2032952_M_W_CL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,2032952,M,W,C,L,ME,CH12
5008,2019-11-13-08-00_Schleusinger-Allee_70Kmh_2032952_M_W_CL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,2032952,M,W,C,L,SE,CH34
5009,2019-11-13-08-00_Schleusinger-Allee_70Kmh_20331264_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,20331264,None,None,None,None,ME,CH12
5010,2019-11-13-08-00_Schleusinger-Allee_70Kmh_20331264_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,20331264,None,None,None,None,SE,CH34
5011,2019-11-13-08-00_Schleusinger-Allee_70Kmh_2041208_M_W_CR_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,2041208,M,W,C,R,ME,CH12
5012,2019-11-13-08-00_Schleusinger-Allee_70Kmh_2041208_M_W_CR_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,2041208,M,W,C,R,SE,CH34
5013,2019-11-13-08-00_Schleusinger-Allee_70Kmh_20427264_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,20427264,None,None,None,None,ME,CH12
5014,2019-11-13-08-00_Schleusinger-Allee_70Kmh_20427264_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,20427264,None,None,None,None,SE,CH34
5015,2019-11-13-08-00_Schleusinger-Allee_70Kmh_2043656_M_W_TL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,2043656,M,W,T,L,ME,CH12
5016,2019-11-13-08-00_Schleusinger-Allee_70Kmh_2043656_M_W_TL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,2043656,M,W,T,L,SE,CH34
5017,2019-11-13-08-00_Schleusinger-Allee_70Kmh_20523264_ME_CH12-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,20523264,None,None,None,None,ME,CH12
5018,2019-11-13-08-00_Schleusinger-Allee_70Kmh_20523264_SE_CH34-BG,True,2019-11-13-08-00,Schleusinger-Allee,70,20523264,None,None,None,None,SE,CH34
5019,2019-11-13-08-00_Schleusinger-Allee_70Kmh_2052920_M_W_CL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,2052920,M,W,C,L,ME,CH12
5020,2019-11-13-08-00_Schleusinger-Allee_70Kmh_2052920_M_W_CL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,2052920,M,W,C,L,SE,CH34
5021,2019-11-13-08-00_Schleusinger-Allee_70Kmh_2054600_M_W_CL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,2054600,M,W,C,L,ME,CH12
5022,2019-11-13-08-00_Schleusinger-Allee_70Kmh_2054600_M_W_CL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,2054600,M,W,C,L,SE,CH34
5023,2019-11-13-08-00_Schleusinger-Allee_70Kmh_2064152_M_W_CR_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,2064152,M,W,C,R,ME,CH12
5024,2019-11-13-08-00_Schleusinger-Allee_70Kmh_2064152_M_W_CR_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,2064152,M,W,C,R,SE,CH34
5025,2019-11-13-08-00_Schleusinger-Allee_70Kmh_207000_M_W_CL_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,207000,M,W,C,L,ME,CH12
5026,2019-11-13-08-00_Schleusinger-Allee_70Kmh_207000_M_W_CL_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,207000,M,W,C,L,SE,CH34
5027,2019-11-13-08-00_Schleusinger-Allee_70Kmh_2076679_M_W_CR_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,2076679,M,W,C,R,ME,CH12
5028,2019-11-13-08-00_Schleusinger-Allee_70Kmh_2076679_M_W_CR_SE_CH34,False,2019-11-13-08-00,Schleusinger-Allee,70,2076679,M,W,C,R,SE,CH34
5029,2019-11-13-08-00_Schleusinger-Allee_70Kmh_2086088_M_W_CR_ME_CH12,False,2019-11-13-08-00,Schleusinger-Allee,70,2086088,M,W,C,R,ME,CH12
